"title","writer","pony","dialog"
"Pinkie Apple Pie","Natasha Levinger","Applejack","It is, it is. I'd just hate for us to get all excited before we found out for sure."
"Pinkie Apple Pie","Natasha Levinger","Apple Bloom","So how are we supposed to find out for sure?"
"Pinkie Apple Pie","Natasha Levinger","Granny Smith","Ehhhh... Oh! Cousin Goldie Delicious! Her cabin's practically an Apple family history museum! If anypony has the records to back up Pinkie's theory, it's her!"
"Pinkie Apple Pie","Natasha Levinger","Applejack","Huh, I suppose we could always... I mean, Goldie Delicious doesn't live that far away, and we haven't been on one as a family in a real long time... Are y'all thinkin' what I'm thinkin'?"
"Pinkie Apple Pie","Natasha Levinger","Apple family","Family road trip!"
"Pinkie Apple Pie","Natasha Levinger","Granny Smith","Has anypony seen my travelin' bonnet?"
"Pinkie Apple Pie","Natasha Levinger","Apple Bloom","Isn't that it on your head?"
"Pinkie Apple Pie","Natasha Levinger","Granny Smith","No!"
"Pinkie Apple Pie","Natasha Levinger","Apple Bloom","It looks an awful lot like--"
"Pinkie Apple Pie","Natasha Levinger","Granny Smith","Well, it ain't, and that's final!"
"Pinkie Apple Pie","Natasha Levinger","Applejack","Hey, everypony? Since Pinkie Pie's back home gettin' her stuff for the trip, can y'all gather round? I just wanted to say somethin' real quick."
"Pinkie Apple Pie","Natasha Levinger","Granny Smith","I've had somethin' in my teeth this whole time, haven't I? Gadsnickety, what a way to welcome a family member!"
"Pinkie Apple Pie","Natasha Levinger","Applejack","Er, no, Granny, your teeth are fine. I just wanted to be sure that we're all on the same page about showin' Pinkie Pie how awesome a family we really are. We want her to get to know the family she's been born into, but, like, the best version of it, y'know?"
"Pinkie Apple Pie","Natasha Levinger","Granny Smith","Oh, [blows raspberry]. Don't you worry, honey. We're a great family, and she can't help but see it."
"Pinkie Apple Pie","Natasha Levinger","Apple Bloom","I'll bet my future cutie mark's gonna be a picture of me bein' the best behaved pony ever! That's how good I'm gonna be! Big Mac?"
"Pinkie Apple Pie","Natasha Levinger","Big McIntosh","Eeyup."
"Pinkie Apple Pie","Natasha Levinger","Pinkie Pie","Are y'all ready to go? Because I'm ready to go-go-go!"
"Pinkie Apple Pie","Natasha Levinger","Applejack","Er, Big Mac? Are you sure we really need all that stuff?"
"Pinkie Apple Pie","Natasha Levinger","Big McIntosh","Eeyup."
"Pinkie Apple Pie","Natasha Levinger","Applejack","Are you sure you're strong enough to really pull all that stuff?"
"Pinkie Apple Pie","Natasha Levinger","Big McIntosh","Eeyup."
"Pinkie Apple Pie","Natasha Levinger","Applejack","Are you sure the wagon's strong enough to hold it all?"
"Pinkie Apple Pie","Natasha Levinger","Big McIntosh","[groans] Eeyup!"
"Pinkie Apple Pie","Natasha Levinger","Applejack","Then lets get this show on the road!"
"Pinkie Apple Pie","Natasha Levinger","Applejack","C'mon, Apples, y'all know this one!"
"Pinkie Apple Pie","Natasha Levinger","Granny Smith","Hot-diggity!"
"Pinkie Apple Pie","Natasha Levinger","Applejack","Yee-haw!"
"Pinkie Apple Pie","Natasha Levinger","Big McIntosh","Eeyup."
"Pinkie Apple Pie","Natasha Levinger","Applejack","We've traveled the road of generations Joined by a common bond We sing our song 'cross the pony nation From Equestria and beyond"
"Pinkie Apple Pie","Natasha Levinger","Applejack and Apple Bloom","We're Apples forever, Apples together We're family, but so much more No matter what comes, we will face the weather We're Apples to the core"
"Pinkie Apple Pie","Natasha Levinger","Big McIntosh","Eeyup."
"Pinkie Apple Pie","Natasha Levinger","Apple Bloom","There's no place that I'd rather be Than travelin' with my family Friends all around come to join and see As we sing out across the land"
"Pinkie Apple Pie","Natasha Levinger","Others","[Applejack, Big McIntosh, and Apple Bloom] We're Apples forever, Apples together We're family, but so much more No matter what comes, we will face the weather We're Apples to the core"
"Pinkie Apple Pie","Natasha Levinger","Big McIntosh","Eeyup."
"Pinkie Apple Pie","Natasha Levinger","Granny Smith","We're peas in a pod, we're thick as thieves Any clich<e9> you can throw at me We're here for each other, through thick and thin You're always welcome with your Apple kin Wheeeeee!"
"Pinkie Apple Pie","Natasha Levinger","Pinkie Pie","You're more fun than the color pink Or balloons flying over your favorite drink The love I feel here is swim, not sink As we party across this land"
"Pinkie Apple Pie","Natasha Levinger","Apples","All right!"
"Pinkie Apple Pie","Natasha Levinger","All","We're Apples forever, Apples together We're family, but so much more No matter what comes, we will face the weather We're Apples to the core!"
"Pinkie Apple Pie","Natasha Levinger","Big McIntosh","Eeyup!"
"Pinkie Apple Pie","Natasha Levinger","Applejack","Big Mac! I thought you said<U+0096> Uh, I thought<U+0096> I mean, not that I'm blamin' you, because we don't blame in this family, but I thought you said all this stuff wasn't gonna be too heavy."
"Pinkie Apple Pie","Natasha Levinger","Apple Bloom","How're we supposed to get to Goldie Delicious now?"
"Pinkie Apple Pie","Natasha Levinger","Granny Smith","I don't know, but I don't see how we can go back now either. We're closer to cousin Goldie's that we are to home."
"Pinkie Apple Pie","Natasha Levinger","Pinkie Pie","[gasps] I have the best... idea... ever! Family river trip!"
"Pinkie Apple Pie","Natasha Levinger","Applejack","Heh. Just one problem. We haven't got a raft. [under her breath] 'Bout the only thing that didn't get packed."
"Pinkie Apple Pie","Natasha Levinger","Granny Smith","Well, back in the old days, we used to use the sap from a sugar pine tree to glue things together."
"Pinkie Apple Pie","Natasha Levinger","Applejack","That is, uh, fascinatin'... Don't know that it's helpful, but it is fascinatin'..."
"Pinkie Apple Pie","Natasha Levinger","Granny Smith","Pfft! 'Not helpful', my patootie! We're gonna build ourselves a raft out of these here jalopy parts and keep it held together with sugar pine sap!"
"Pinkie Apple Pie","Natasha Levinger","Applejack","Hm, worth a shot!"
"Pinkie Apple Pie","Natasha Levinger","Pinkie Pie","Woo-hoo!"
"Pinkie Apple Pie","Natasha Levinger","Applejack","Could be worse, I guess. Now remember, this time we're only packin' the necessities."
"Pinkie Apple Pie","Natasha Levinger","Pinkie Pie","Wait a second!"
"Pinkie Apple Pie","Natasha Levinger","Pinkie Pie","This one is for the scrapbook!"
"Pinkie Apple Pie","Natasha Levinger","Applejack","Pinkie Pie, when did you have time to make this?"
"Pinkie Apple Pie","Natasha Levinger","Pinkie Pie","Applejack, when you're family, you make the time."
"Pinkie Apple Pie","Natasha Levinger","Applejack","Woo-hoo! We did it!"
"Pinkie Apple Pie","Natasha Levinger","Pinkie Pie","Say 'soaked'!"
"Pinkie Apple Pie","Natasha Levinger","Pinkie Pie","So what you're saying is, if I have the courage to jump, the parachute will open."
"Pinkie Apple Pie","Natasha Levinger","Big McIntosh","Eeyup."
"Pinkie Apple Pie","Natasha Levinger","Pinkie Pie","Whoa! That is deep!"
"Pinkie Apple Pie","Natasha Levinger","Big McIntosh","Eeyup."
"Pinkie Apple Pie","Natasha Levinger","Applejack","Uh-oh... All right, y'all. Please tell me that the map didn' get wet. 'Cuz it looks like I'm gonna need it right about now."
"Pinkie Apple Pie","Natasha Levinger","Apple Bloom","Found it! Who's got the map? I got the map! M to the A to the yeah, that's right, P Ain't no other pony found a map like me I'm Applel<U+0097>"
"Pinkie Apple Pie","Natasha Levinger","Others","Uh-oh."
"Pinkie Apple Pie","Natasha Levinger","Applejack","[through gritted teeth] All you had to do was bring it to me. No singin', no dancin', no games. Just walk it over!"
"Pinkie Apple Pie","Natasha Levinger","Big McIntosh","[through gritted teeth] Eeyup."
"Pinkie Apple Pie","Natasha Levinger","Pinkie Pie","Say 'best siblings ever'!"
"Pinkie Apple Pie","Natasha Levinger","Pinkie Pie","Ooh, that's another keeper!"
"Pinkie Apple Pie","Natasha Levinger","Granny Smith","It's okay, y'all! I travelled down this river as a filly and I know it like the back of my hoof!"
"Pinkie Apple Pie","Natasha Levinger","Applejack","Are you sure you know which way to go?"
"Pinkie Apple Pie","Natasha Levinger","Granny Smith","Does a June bug like to hide in a tree?"
"Pinkie Apple Pie","Natasha Levinger","Applejack","Uh... I don't know."
"Pinkie Apple Pie","Natasha Levinger","Granny Smith","Well, I do know! And I also know we wanna head southeast! Now step aside, young'un!"
"Pinkie Apple Pie","Natasha Levinger","Applejack","Um, Granny?"
"Pinkie Apple Pie","Natasha Levinger","Granny Smith","Myuh-huh?"
"Pinkie Apple Pie","Natasha Levinger","Applejack","Are we supposed to go through a cave?"
"Pinkie Apple Pie","Natasha Levinger","Granny Smith","Ah, don't worry, child! The scariest cave in Equestria was down that other way!"
"Pinkie Apple Pie","Natasha Levinger","Apple Bloom","The scariest cave in Equestria?"
"Pinkie Apple Pie","Natasha Levinger","Granny Smith","Oh, it's a fright all right! Filled with creatures that'll eat ya soon as look at ya!"
"Pinkie Apple Pie","Natasha Levinger","Pinkie Pie","Ooh, sounds scary. Tell us more!"
"Pinkie Apple Pie","Natasha Levinger","Granny Smith","Ponies go in... but they never come out!"
"Pinkie Apple Pie","Natasha Levinger","Applejack","And you're sure it's not that cave? The one we're headin' straight for?"
"Pinkie Apple Pie","Natasha Levinger","Granny Smith","Now, Applejack, I taught you better than to question your elder ponies!"
"Pinkie Apple Pie","Natasha Levinger","Applejack","Heh... you sure did."
"Pinkie Apple Pie","Natasha Levinger","Granny Smith","Alrighty then. Now everypony just sit on back an' leave the steerin' to your old Granny Smith."
"Pinkie Apple Pie","Natasha Levinger","Granny Smith","See now? Told ya th--"
"Pinkie Apple Pie","Natasha Levinger","Pinkie Pie","Got it! Best scary unidentifiable creature ever! Say 'terrified'!"
"Pinkie Apple Pie","Natasha Levinger","Granny Smith","Guess that was the scariest cave in Equestria. Uh, of course I meant to take us through it! Unexpected adventure is good for the soul!"
"Pinkie Apple Pie","Natasha Levinger","Pinkie Pie","Best granny wisdom ever!"
"Pinkie Apple Pie","Natasha Levinger","Applejack","Uh-huh. Why don't you just scooch on over there, Granny? Think I'll take it from here on out."
"Pinkie Apple Pie","Natasha Levinger","Granny Smith","Huh! Is that how I taught you to treat your elder ponies?"
"Pinkie Apple Pie","Natasha Levinger","Pinkie Pie","Ooh! Ooh! Is it?"
"Pinkie Apple Pie","Natasha Levinger","Applejack","You taught me to trust my common sense. And my common sense says we should get to Goldie Delicious's cabin in one piece."
"Pinkie Apple Pie","Natasha Levinger","Granny Smith","And that is exactly what I'm gonna do!"
"Pinkie Apple Pie","Natasha Levinger","Applejack","That is mighty generous of you, but I think you've done enough for one day."
"Pinkie Apple Pie","Natasha Levinger","Granny Smith","And how exactly are you gonna know which way to go?"
"Pinkie Apple Pie","Natasha Levinger","Pinkie Pie","Hmmmmmmm?"
"Pinkie Apple Pie","Natasha Levinger","Applejack","It would be easier if the map hadn't gone overboard!"
"Pinkie Apple Pie","Natasha Levinger","Apple Bloom","Hey! There wouldn't have been an overboard if Big Mac hadn't overpacked the jalopy!"
"Pinkie Apple Pie","Natasha Levinger","Big McIntosh","Eeyu- hey!"
"Pinkie Apple Pie","Natasha Levinger","Applejack","Exactly! So I think we can all agree that from here on out, I should be in charge of everythin'."
"Pinkie Apple Pie","Natasha Levinger","Pinkie Pie","I just wanna say... that I think you're all super duper, and I can't wait to make a page in my scrapbook about the amazing waterfall we went down!"
"Pinkie Apple Pie","Natasha Levinger","Pinkie Pie","Wheeeee!"
"Pinkie Apple Pie","Natasha Levinger","Granny Smith","Huh! Told you that sugar pine sap would hold this thing together."
"Pinkie Apple Pie","Natasha Levinger","Applejack","Uh, Pinkie Pie? Maybe you could read that one out loud?"
"Pinkie Apple Pie","Natasha Levinger","Pinkie Pie","Oh, right, sorry! I haven't even read it yet. I was just looking at how pretty the paper is. Okay, it says that she ran off to run some errands but will be home soon! Oh, that's perfect!"
"Pinkie Apple Pie","Natasha Levinger","Apple Bloom","Why is that perfect?"
"Pinkie Apple Pie","Natasha Levinger","Pinkie Pie","Because it'll give me enough time to get more scrapbook paper! See ya!"
"Pinkie Apple Pie","Natasha Levinger","Apple Bloom","Worst family road trip. Ever."
"Pinkie Apple Pie","Natasha Levinger","Big McIntosh","[sadly] Eeyup."
"Pinkie Apple Pie","Natasha Levinger","Applejack","I can't believe she witnessed our family fallin' apart like this. [sighs] I can't believe I was arguin' with you so much that I tore the wheel right off the raft. It's like I wasn't myself at all."
"Pinkie Apple Pie","Natasha Levinger","Granny Smith","Aw, that wasn't your fault. My stubborn streak got a hold of me somethin' fierce. Should've let you take the wheel long a'fore that."
